STR_NAME,STR_LONG,STR_LAT
SEDGEMOOR,18.378886839891265,-33.94736623099207
LOWER KLOOF,18.378382319845553,-33.94575898257913
CHILWORTH,18.380842435637103,-33.94574884007119
BLAIR,18.3830692670712,-33.94538814252296
SHANKLIN,18.3830692670712,-33.94538814252296
THE CHEVIOTS,18.382469099176074,-33.94642638839302
THE GRANGE,18.382469099176074,-33.94642638839302
THE MEADOWS,18.382469099176074,-33.94642638839302
ELDON,18.38248313116234,-33.947943265616395
PARK,18.381495960763118,-33.9491801503777
ARGYLE,18.3808624178283,-33.94984634508155
LINCOLN,18.38072417821025,-33.9489486386604
BERKLEY,18.38031916282586,-33.94836737385595
THE FAIRWAY,18.37890793249162,-33.949868051019905
THE MEADWAY,18.37824861003514,-33.95111558131045
THE DRIVE,18.379828666564322,-33.95171179055723
CENTRAL,18.380938406071728,-33.952125314339476
SYBIL,18.38104991920721,-33.951156741972795
TREE,18.381732281304092,-33.95018767033863
QUEBEC,18.38341532658448,-33.95126552753577
ST FILLANS,18.383810941050925,-33.95258597937522
GENEVA,18.383810941050925,-33.95258597937522
UPPER TREE,18.382228390857875,-33.953046836925566
RONALD,18.381459346676465,-33.95458456925491
STRATHEARN,18.381459346676465,-33.95458456925491
WOODFORD,18.384161588179026,-33.95556950478899
KINNOULL,18.381912917203127,-33.95684965836173
WILLESDEN,18.380542739910616,-33.95689460777019
BLINKWATER,18.379162821848766,-33.954825433024276
FIRST,18.379430000248572,-33.956230895082555
LINK,18.37662104653795,-33.954440712897764
CAMPS BAY,18.376846999228608,-33.953734164594714
CROWN,18.378357566472943,-33.954296234852194
FARQUHAR,18.37854143907876,-33.95373596833654
HOUGHTON,18.375785181408585,-33.96032789121164
ROTTINGDEAN,18.375785181408585,-33.96032789121164
PITLOCHRY,18.375733820245358,-33.96179034159017
INGLESIDE,18.379465811330014,-33.960328471051746
HOVE,18.377662303516168,-33.959834800042934
FINCHLEY,18.379147195624746,-33.957795856568595
DUNKELD,18.380525337532198,-33.95705679428957
FISKAAL,18.38223830884745,-33.95996436790181
CHAS BOOTH,18.38176699762297,-33.961299422125975
BARBARA,18.383785078404106,-33.96138918395431
ISADORE COHEN,18.381473069542213,-33.96352590455596
AMANDA,18.380898993026765,-33.96155499263175
RONTREE,18.379661550534372,-33.96294836513282
FULHAM,18.379084899272335,-33.96328803463017
OTTAWA,18.378435326107528,-33.96380537984757
TOTNES,18.37767153940647,-33.96272646193554
PENELOPE,18.379433675915546,-33.965766710120214
OUDEKRAAL,18.380641790041683,-33.96561953523477
HOOPOE,18.380641790041683,-33.96561953523477
PETREL,18.381736262213654,-33.96490833514045
THERESA,18.382739967157615,-33.964778144653465
STERN,18.375460781468746,-33.96529360207386
BROOK,18.373133845091562,-33.963296182309826
BOSKYKLOOF,18.381682639167174,-34.00783587832724
HUNTERS,18.377888035909898,-34.01069932445541
GOSHAWK,18.374158316469078,-34.01200336733038
KITE,18.370747368458712,-34.012194431620514
KESTREL,18.374836282866976,-34.01398788332415
BARN OWL,18.37541245941315,-34.014217130897876
STONEYBROOK,18.37244912191106,-34.01643942136722
VALLEY,18.378299641877657,-34.01513683162485
GARRON,18.37754954713772,-34.013589204266204
DISA RIVER,18.37916952980091,-34.01479189090298
BRETON,18.38052271867089,-34.012459297312496
HOUT BAY MAIN,18.3825305570347,-34.0158973823421
ELMTREE,18.382553081909066,-34.01588135470834
APPLEGARTH ESTATE,18.383360130121485,-34.0160112679893
BOKKEMANSKLOOF,18.381749838298205,-34.018652078451474
FRANCISCUS ESTATE,18.380123101246472,-34.018006449471606
BLUE VALLEY,18.378081724983282,-34.01736245763983
GUMTREE,18.37894105479283,-34.01842607285203
PINE,18.379390911159906,-34.01897375465665
DORMAN,18.376346949550452,-34.018883984616586
ASH,18.3806727302894,-34.0206029316124
BIRCH,18.380247058613648,-34.020062136851884
CONIFER,18.379819928122572,-34.019514571996496
BOKKEMANS,18.381706520280282,-34.01977229891541
RESTIO,18.38195000009222,-34.02225461102107
FYNBOS,18.381339267745556,-34.02147122523986
RUSCHIA,18.38151508218178,-34.02170250529674
SAFFRON,18.382811985693422,-34.023338495211846
OLINIA,18.383246210147767,-34.02388383320986
ESTHER,18.377043469909243,-34.02166338102718
VINEYARD,18.37438535998716,-34.020057249337995
OAKHURST,18.37438535998716,-34.020057249337995
GREENACRES,18.374170843846276,-34.02057903154994
GROTTO,18.37427694309681,-34.021877742876015
MEADOW,18.371829605314424,-34.02258872699007
WHITTLERS,18.37476979358723,-34.02302741901485
OAKWOOD,18.37476979358723,-34.02302741901485
RIVER,18.375102859643537,-34.023621670130865
PETERHOF,18.37095065078968,-34.02395678000321
PLUMTREE,18.367866325200502,-34.02384179752026
CHERRY,18.36771242543325,-34.023016127260114
WOODCUTTERS,18.36715334755067,-34.02261884118907
FORESTERS,18.36828124075662,-34.02236320304237
HILTON,18.369956273528565,-34.019739393817936
TOURNESOL,18.364395724931605,-34.01471145417361
VIOLETTE,18.364395724931605,-34.01471145417361
VERVEINE,18.364894516818655,-34.01585934288698
LAVANDE,18.36612880429974,-34.015761705336686
PIVOINE,18.366093709646915,-34.016721809880735
LILFORD,18.36601253315967,-34.01849533080788
BETHAL,18.36601253315967,-34.01849533080788
JASMIN,18.363647927490184,-34.01635054332734
WELBEVIND,18.361979649491534,-34.018415876205964
VICTORSKLOOF,18.361311156076827,-34.01773176732362
SURCINGLE,18.36054964346103,-34.01778866295634
HUGHENDEN,18.36442460533168,-34.02271069670704
R SOBUKWE,18.363483104416584,-34.02572587569093
H PETERSON,18.363483104416584,-34.02572587569093
W SONGQEQO,18.363045599885737,-34.02517143658249
N R MANDELA,18.362492288710616,-34.02481472896399
PHALO,18.362359326286306,-34.02520619318956
RARABE,18.362134242000757,-34.025421387447025
D ZIHLANGU,18.361877083477392,-34.025654445799674
LUTHULI,18.361149368141607,-34.02560426692159
MHLUNGULU,18.361149368141607,-34.02560426692159
ELISE,18.35637650680406,-34.02170254270477
SILVERTREE,18.35215082864832,-34.02233337685193
MOUNT RHODES,18.351219962666125,-34.01976819036827
JAD,18.353401646027837,-34.02088695411252
LUISA,18.35533551222793,-34.021049688422245
RUYTEPLAATS,18.351418139046682,-34.011983891168235
CONSTANT,18.356645504858648,-34.012448292532234
MYBURGH,18.356645504858648,-34.012448292532234
HELDSINGEN,18.35761582773779,-34.0130407418539
ALMOND,18.358439662978956,-34.01714661996215
STIRRUP LANE,18.360590232556017,-34.013587847719315
BRINK,18.36474177637858,-34.01263440345162
DAVIES,18.36018982175523,-34.011211136733735
LIERMAN'S,18.344343551510804,-34.00646604657796
APOSTLE,18.345956565197184,-34.00640927541152
LOGIES,18.34513285001712,-34.00664760033885
ST MARKS,18.346969628859785,-34.005932349173314
LLANDUDNO,18.34635373358118,-34.00895138262059
FISHERMAN'S,18.345882583675415,-34.010583434971686
LEEUKOPPIE,18.34286244315328,-34.01021066754359
OAKBURN,18.34286244315328,-34.01021066754359
STEENWAYS,18.34357061444957,-34.00953832024203
GULLY,18.345050504547245,-34.00882274757646
SIMPSON,18.34372280009655,-34.007711322803644
MAORI,18.34372280009655,-34.007711322803644
ROBINSON,18.34370619497359,-34.00826566323508
FAWCETT'S,18.34292839828087,-34.00816910618378
BOSMAN,18.342322911598366,-34.00696686582764
HARGRAVES,18.3417596061332,-34.007328963280536
SUNSET,18.339783178684627,-34.01085453149115
SANDY BAY,18.33897946969582,-34.011654810639904
VICTORIA ACCESS,18.350556471187076,-34.013543332821335
VALLEY VIEW,18.34852331033397,-34.017540736327405
LITTLE LIONS HEAD,18.348320866413715,-34.02051463605277
SUTHER,18.350292088050114,-34.02035603429226
SUNRISE,18.348791991878294,-34.02231211610847
UMBONO,18.348791991878294,-34.02231211610847
INTABA,18.350217661662814,-34.022338754807386
LAIR,18.350064347571774,-34.02347404058193
COMPANION,18.349897690688895,-34.02465638606636
LEEULOOP,18.347691434945183,-34.025392952453686
BRUNIA,18.340160277450956,-34.02555335755879
EUSTEGIA,18.339535209131103,-34.025344909533814
BISSCHOP,18.337988463907795,-34.02423901016629
OUDE SKIP,18.336583895420812,-34.05398554015871
VULCAN,18.336302394100045,-34.05398627520752
BLUE FIN,18.336152616837484,-34.05376234411959
ROMAN,18.336767813517394,-34.05398427975852
REDFIN,18.33706154876846,-34.0538033103141
EASTFORD,18.337704014953104,-34.054000597128955
LIONS PAW,18.33722249123153,-34.05398447750032
ANVIL,18.33867729640639,-34.054165851876796
BELLOWS,18.338184379106846,-34.054068542307924
KARBONKEL,18.34149859576365,-34.05409386889522
RODE VOS,18.341075937557317,-34.055077905386604
ATLANTIC SKIPPER,18.34609913698008,-34.05671799739411
KARBONKEL ,18.34609913698008,-34.05671799739411
FISHERMANS COTTAGE,18.34586334413483,-34.05670828301951
OCEANA RUBY,18.345130278248867,-34.05620528805396
GREY COTTAGE,18.344618865771942,-34.05546906252901
BELL CAPRI,18.342668050173828,-34.05506396684568
BLOMBERG,18.34304386782494,-34.05536121848343
CORVINA,18.34237154280902,-34.05493166507267
OCEANA AMETHYST,18.345505940927506,-34.05533033042843
LICHTENSTEIN CASTLE,18.34439534699941,-34.05158251116517
HOUT BAY HARBOUR,18.34462747422524,-34.05315197829345
SPINNER,18.342802594719714,-34.052574258122085
MARLIN,18.342802594719714,-34.052574258122085
DOLPHIN,18.34109032081557,-34.051336827971696
BAYVIEW,18.3414558198605,-34.0529659961793
YORK,18.341409018502343,-34.052925177863635
CANNON,18.340223047636133,-34.05256727156813
MESFORT,18.339193551231872,-34.052890061965066
SANDY,18.338283461633964,-34.053124367767566
SENTINEL,18.338205741285368,-34.05242565397153
FLORA,18.33673380613339,-34.05196802227107
CYPHIA,18.34108990607493,-34.02583330213808
VILLA DI LEGNO,18.344015776184786,-34.030438286213204
VILLA DE LEGNO,18.344589915016403,-34.0297612707612
KARAKAL,18.345161036456222,-34.02927851330735
HENSHELL,18.345692548239604,-34.029337686689864
EDGAR,18.344500838183798,-34.02835320701635
DORIS,18.34419736307417,-34.02770250546653
KRONENZICHT VILLAS,18.34250566430855,-34.02702157020218
EDMONDIA,18.34235029046945,-34.026313339344554
EUCLEA,18.342700853992234,-34.02609209026153
HELGARDA,18.345258630197424,-34.026524936157124
SHEEDA,18.345381193800247,-34.02714537437866
GOVENER,18.34729033978942,-34.02709228940059
LENTEDAL,18.349557941556355,-34.02793381669834
ROYLAND,18.350368896169527,-34.02817925541705
WILLOW,18.35008957538447,-34.0291266145653
PERRAULT,18.34772116070437,-34.028908981654574
EMPIRE,18.350454062473574,-34.031382302092155
LAURENTIA,18.345143472056225,-34.03236508033501
ORBEA,18.343649057575842,-34.03144307984277
ROCHEA,18.344664072903317,-34.032766943798244
URSINIA,18.34503554075402,-34.03294246171979
PRINTZIA,18.34503554075402,-34.03294246171979
KLEIN LEEUZICHT,18.346042246290995,-34.03286493202931
GORDON,18.345955568005692,-34.03373842808297
PONDICHERRY,18.345955568005692,-34.03373842808297
ALBERT,18.347456831244454,-34.034866524368475
WORCESTER,18.348152562170643,-34.034101681497525
MANCHESTER,18.348633205826626,-34.03542267862572
VICTOR,18.348304243356235,-34.03475607697945
NORMAN,18.349051654502013,-34.036055948420135
LANCASTER,18.349333878031572,-34.03670427043418
CECIL,18.349589425767427,-34.03737273728608
LIVERPOOL,18.34982278579408,-34.03802530630276
CLYDE,18.34995636361812,-34.03871341020654
OXFORD,18.350043306043915,-34.03935393833385
ST TROPEZ,18.346320601365758,-34.03901992180336
WHITE SANDS ,18.346438836081425,-34.038938243111986
GILQUIN,18.347236032989727,-34.038457846129134
EDWARD,18.34857646133852,-34.040876474657615
EARL,18.350227880925946,-34.04072519937327
BRIGHTON,18.34957314347014,-34.042186678396135
BAY VILLAS,18.34691649788551,-34.04280590063523
ZOUTMAN,18.346748405797197,-34.04310919188434
WESTFORD,18.347584053643217,-34.043580231864865
NORTHSHORE,18.347584053643217,-34.043580231864865
THE PROMENADE,18.350086710289595,-34.046043320459184
GIBRALTAR,18.347923812796296,-34.04545716011865
THE SPINNAKERS,18.34664722556477,-34.044959062526765
SLUYSKEN,18.347442283011336,-34.044415622321914
SEACLIFFE,18.34638979445219,-34.047430064568765
LA MER VILLAS,18.347465818777337,-34.046452573423615
BEACH CLUB,18.355438167088856,-34.044185098422346
ROYAL,18.351486687910903,-34.04405162989318
MILNER,18.352867903355286,-34.04188403136161
BAY,18.358353020885858,-34.03962289108783
BAYE DU BOIS,18.36030036573872,-34.04344062278761
BAVIAANSKLOOF,18.361514925037152,-34.04409510604669
LA BIANCA,18.361447804701683,-34.04404763489378
ST ANTHONYS,18.360741155889695,-34.039763865844456
NERINE,18.361240545253285,-34.03971237026033
DARLING,18.362073163036204,-34.04030943225857
ORANGE,18.36375317637509,-34.04142924367577
KING,18.36375317637509,-34.04142924367577
SKAIFE,18.363848863127053,-34.042087836010964
UNION,18.363658707324273,-34.04078192367124
CAMPBELL,18.365125602332746,-34.04064075985554
THE OLD,18.365572982350617,-34.039982716218304
CHILTON,18.366085831310745,-34.03887876541659
