tripId,userId,startLocation,endLocation,startTime,endTime,distance,duration,riskScore
d8a3d70f-c703-4df1-9ac2-d2bed6e816af,35082fbf-7a98-4899-962c-475054623842,"{'latitude': -33.9228284, 'longitude': 18.3799718, 'name': 'The Bantry Bay Aparthotel by Totalstay', 'address': '8001, 8 Alexander Road, Bantry Bay, Cape Town'}","{'latitude': -33.9228284, 'longitude': 18.3799718, 'name': 'The Bantry Bay Aparthotel by Totalstay', 'address': '8001, 8 Alexander Road, Bantry Bay, Cape Town'}",2024-06-05T17:49:01.888762,2024-06-05T18:11:01.888762,11.79,22,59.53
1d415d56-23e0-48c6-b1f7-2bb7dbf0ac58,35082fbf-7a98-4899-962c-475054623842,"{'latitude': -33.9200908, 'longitude': 18.38586459999999, 'name': 'Atlantic Affair Boutique Hotel', 'address': '9 Clarens Road, Sea Point, Cape Town'}","{'latitude': -33.9113555, 'longitude': 18.4153048, 'name': 'Sugar Hotel', 'address': '1 Main Road, Green Point, Cape Town'}",2024-03-05T23:29:05.616093,2024-03-06T01:21:05.616093,7.34,112,53.63
ad13671c-eafb-4947-8bf4-d1c7e8d2c143,35082fbf-7a98-4899-962c-475054623842,"{'latitude': -33.9167236, 'longitude': 18.3914761, 'name': 'The Glen Boutique Hotel & Spa', 'address': '3 The Glen, Sea Point, Cape Town'}","{'latitude': -33.9093547, 'longitude': 18.3969374, 'name': 'The Ritz Hotel, Sea Point', 'address': 'Corner Main & Camberwell Roads Sea Point, Sea Point, Cape Town'}",2024-06-28T12:53:49.111685,2024-06-28T13:08:49.111685,1.33,15,61.79
9f533be4-d4ed-4e75-8371-3279bda0d6cd,35082fbf-7a98-4899-962c-475054623842,"{'latitude': -33.9079845, 'longitude': 18.4039757, 'name': 'A Sunflower Stop Backpackers Hostel', 'address': '179 Main Road, Green Point, Cape Town'}","{'latitude': -33.9028648, 'longitude': 18.4221961, 'name': 'The Table Bay hotel', 'address': 'Quay, 6 West Quay Road, Victoria & Alfred Waterfront, Cape Town'}",2024-05-02T08:36:02.354069,2024-05-02T08:54:02.354069,33.46,18,57.93
a63c8150-1ba9-436e-9546-4c8b8f4bc699,35082fbf-7a98-4899-962c-475054623842,"{'latitude': -33.9028648, 'longitude': 18.4221961, 'name': 'The Table Bay hotel', 'address': 'Quay, 6 West Quay Road, Victoria & Alfred Waterfront, Cape Town'}","{'latitude': -33.9283689, 'longitude': 18.413819, 'name': 'The Capital 15 On Orange Hotel & Spa', 'address': ""Shop 3, Corner Of Orange Street & Grey's Pass, 15 Orange Street, Gardens, Cape Town""}",2024-06-09T20:57:41.841087,2024-06-09T21:43:41.841087,20.0,46,50.65
08fafaad-de11-442e-b53c-7e8e17583c76,35082fbf-7a98-4899-962c-475054623842,"{'latitude': -33.9243915, 'longitude': 18.4210207, 'name': 'Adderley Hotel', 'address': '31 Adderley Street, Cape Town City Centre, Cape Town'}","{'latitude': -33.9157633, 'longitude': 18.4234956, 'name': 'Southern Sun Waterfront Cape Town', 'address': '1 Lower Buitengracht, Cape Town City Centre, Cape Town'}",2024-06-02T21:33:49.550715,2024-06-02T23:13:49.550715,30.31,100,45.48
2fbfe998-803c-49b0-9f0a-d791d92ff8e2,35082fbf-7a98-4899-962c-475054623842,"{'latitude': -33.9132305, 'longitude': 18.4258898, 'name': 'aha Harbour Bridge Hotel & Suites', 'address': 'Dockrail Road, Foreshore, Cape Town'}","{'latitude': -33.9093547, 'longitude': 18.3969374, 'name': 'The Ritz Hotel, Sea Point', 'address': 'Corner Main & Camberwell Roads Sea Point, Sea Point, Cape Town'}",2024-05-05T08:13:11.096452,2024-05-05T09:33:11.096452,18.74,80,65.95
346e0fc9-ca67-4016-bb12-db0ca210adea,35082fbf-7a98-4899-962c-475054623842,"{'latitude': -33.9165559, 'longitude': 18.4240374, 'name': 'Protea Hotel Cape Town North Wharf', 'address': '1 Lower, Bree Street, Foreshore, Cape Town'}","{'latitude': -33.9079845, 'longitude': 18.4039757, 'name': 'A Sunflower Stop Backpackers Hostel', 'address': '179 Main Road, Green Point, Cape Town'}",2024-03-31T07:24:55.593495,2024-03-31T07:47:55.593495,3.86,23,65.69
32adf42e-8659-4996-936f-76a3dc8e76f8,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.9214218, 'longitude': 18.4220856, 'name': 'Southern Sun Cape Sun', 'address': '23 Strand Street, Cape Town City Centre, Cape Town'}","{'latitude': -33.93793999999999, 'longitude': 18.46531, 'name': 'Green Elephant Backpackers', 'address': '57 Milton Road, Observatory, Cape Town'}",2024-01-16T10:04:33.674467,2024-01-16T10:20:33.674467,30.13,16,54.06
e05b0b9d-c56a-4fa2-ad0a-78320d1f24a4,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.91025860000001, 'longitude': 18.3976431, 'name': 'Blackheath Lodge', 'address': '6 Blackheath Road, Three Anchor Bay, Cape Town'}","{'latitude': -33.9086313, 'longitude': 18.4162905, 'name': 'One&Only Cape Town', 'address': 'One&Only Cape Town, Dock Road, Victoria & Alfred Waterfront, Cape Town'}",2024-01-18T12:18:27.488532,2024-01-18T13:24:27.488532,46.67,66,47.68
c9463483-b43b-4f06-829e-a10dc33b211b,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.93793999999999, 'longitude': 18.46531, 'name': 'Green Elephant Backpackers', 'address': '57 Milton Road, Observatory, Cape Town'}","{'latitude': -33.9243915, 'longitude': 18.4210207, 'name': 'Adderley Hotel', 'address': '31 Adderley Street, Cape Town City Centre, Cape Town'}",2024-01-19T19:24:25.135675,2024-01-19T20:50:25.135675,40.24,86,53.23
ed60b7e6-b825-4f2f-99f7-a935bb037302,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.9113555, 'longitude': 18.4153048, 'name': 'Sugar Hotel', 'address': '1 Main Road, Green Point, Cape Town'}","{'latitude': -33.9093547, 'longitude': 18.3969374, 'name': 'The Ritz Hotel, Sea Point', 'address': 'Corner Main & Camberwell Roads Sea Point, Sea Point, Cape Town'}",2024-01-19T02:25:27.480689,2024-01-19T03:14:27.480689,17.02,49,67.81
bbac2ba9-f440-4eb6-af69-433527f4a2f4,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.9062191, 'longitude': 18.4201757, 'name': 'Victoria & Alfred Hotel Cape Town', 'address': 'PierHead, V&A Complex, Dock Road, Victoria & Alfred Waterfront, Cape Town'}","{'latitude': -33.9200908, 'longitude': 18.38586459999999, 'name': 'Atlantic Affair Boutique Hotel', 'address': '9 Clarens Road, Sea Point, Cape Town'}",2024-07-01T23:20:37.250613,2024-07-01T23:56:37.250613,46.52,36,59.34
e21603e2-c0cb-4019-ba67-2370f3e83fd1,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.9132305, 'longitude': 18.4258898, 'name': 'aha Harbour Bridge Hotel & Suites', 'address': 'Dockrail Road, Foreshore, Cape Town'}","{'latitude': -33.9214218, 'longitude': 18.4220856, 'name': 'Southern Sun Cape Sun', 'address': '23 Strand Street, Cape Town City Centre, Cape Town'}",2024-02-07T07:25:34.313892,2024-02-07T09:06:34.313892,24.84,101,64.02
add91fc3-a907-4b0b-9d83-6963cc456c79,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.9132305, 'longitude': 18.4258898, 'name': 'aha Harbour Bridge Hotel & Suites', 'address': 'Dockrail Road, Foreshore, Cape Town'}","{'latitude': -33.9132305, 'longitude': 18.4258898, 'name': 'aha Harbour Bridge Hotel & Suites', 'address': 'Dockrail Road, Foreshore, Cape Town'}",2024-05-25T15:42:32.489631,2024-05-25T16:02:32.489631,22.11,20,46.03
33250ede-882b-4074-accc-cf4c91958a97,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.89933289999999, 'longitude': 18.4124666, 'name': 'Radisson Blu Hotel Waterfront, Cape Town', 'address': '100 Beach Road, Granger Bay Boulevard, Cape Town'}","{'latitude': -33.9093547, 'longitude': 18.3969374, 'name': 'The Ritz Hotel, Sea Point', 'address': 'Corner Main & Camberwell Roads Sea Point, Sea Point, Cape Town'}",2024-02-10T21:47:15.176156,2024-02-10T23:40:15.176156,10.45,113,57.6
25e7344f-2923-4c98-8557-6ba4cf71a924,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.9214218, 'longitude': 18.4220856, 'name': 'Southern Sun Cape Sun', 'address': '23 Strand Street, Cape Town City Centre, Cape Town'}","{'latitude': -33.9113555, 'longitude': 18.4153048, 'name': 'Sugar Hotel', 'address': '1 Main Road, Green Point, Cape Town'}",2024-01-14T07:20:11.434909,2024-01-14T08:13:11.434909,8.27,53,64.5
909be946-0cdd-4974-918c-252e63cb7809,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.91025860000001, 'longitude': 18.3976431, 'name': 'Blackheath Lodge', 'address': '6 Blackheath Road, Three Anchor Bay, Cape Town'}","{'latitude': -33.9113555, 'longitude': 18.4153048, 'name': 'Sugar Hotel', 'address': '1 Main Road, Green Point, Cape Town'}",2024-04-07T05:35:49.809890,2024-04-07T06:52:49.809890,4.39,77,57.78
e46140c1-f50e-4279-b394-bccf4a10c253,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.9093547, 'longitude': 18.3969374, 'name': 'The Ritz Hotel, Sea Point', 'address': 'Corner Main & Camberwell Roads Sea Point, Sea Point, Cape Town'}","{'latitude': -33.89933289999999, 'longitude': 18.4124666, 'name': 'Radisson Blu Hotel Waterfront, Cape Town', 'address': '100 Beach Road, Granger Bay Boulevard, Cape Town'}",2024-03-19T08:41:59.051250,2024-03-19T10:29:59.051250,9.71,108,67.11
398d287c-c17f-4b2d-a576-5c3f64550369,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.91025860000001, 'longitude': 18.3976431, 'name': 'Blackheath Lodge', 'address': '6 Blackheath Road, Three Anchor Bay, Cape Town'}","{'latitude': -33.9113555, 'longitude': 18.4153048, 'name': 'Sugar Hotel', 'address': '1 Main Road, Green Point, Cape Town'}",2024-02-18T09:56:49.610313,2024-02-18T10:51:49.610313,23.58,55,53.77
3b8be42f-3710-4037-80fc-7e5db680b096,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.9132305, 'longitude': 18.4258898, 'name': 'aha Harbour Bridge Hotel & Suites', 'address': 'Dockrail Road, Foreshore, Cape Town'}","{'latitude': -33.9214218, 'longitude': 18.4220856, 'name': 'Southern Sun Cape Sun', 'address': '23 Strand Street, Cape Town City Centre, Cape Town'}",2024-01-10T20:26:34.910986,2024-01-10T20:47:34.910986,18.51,21,69.67
95fb697e-7256-4764-bce9-999fb4a4f942,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.9086313, 'longitude': 18.4162905, 'name': 'One&Only Cape Town', 'address': 'One&Only Cape Town, Dock Road, Victoria & Alfred Waterfront, Cape Town'}","{'latitude': -33.9243915, 'longitude': 18.4210207, 'name': 'Adderley Hotel', 'address': '31 Adderley Street, Cape Town City Centre, Cape Town'}",2024-03-05T13:24:06.965657,2024-03-05T14:44:06.965657,25.25,80,67.1
647eb3d2-b981-41f1-980c-21249b65e4c2,69d40d74-48c7-40f9-9b30-295fd83f5045,"{'latitude': -33.91025860000001, 'longitude': 18.3976431, 'name': 'Blackheath Lodge', 'address': '6 Blackheath Road, Three Anchor Bay, Cape Town'}","{'latitude': -33.9093547, 'longitude': 18.3969374, 'name': 'The Ritz Hotel, Sea Point', 'address': 'Corner Main & Camberwell Roads Sea Point, Sea Point, Cape Town'}",2024-05-20T23:53:50.131542,2024-05-21T00:57:50.131542,8.64,64,58.66
2b889d12-76a9-4c62-829b-2551dc674a03,9d93ff9b-e6d2-4e56-9516-981c95562740,"{'latitude': -33.9086313, 'longitude': 18.4162905, 'name': 'One&Only Cape Town', 'address': 'One&Only Cape Town, Dock Road, Victoria & Alfred Waterfront, Cape Town'}","{'latitude': -33.91025860000001, 'longitude': 18.3976431, 'name': 'Blackheath Lodge', 'address': '6 Blackheath Road, Three Anchor Bay, Cape Town'}",2024-01-27T01:17:08.414352,2024-01-27T02:51:08.414352,19.91,94,64.98
b412497d-7b4b-40bb-a11a-f510fe033ce8,9d93ff9b-e6d2-4e56-9516-981c95562740,"{'latitude': -33.9214218, 'longitude': 18.4220856, 'name': 'Southern Sun Cape Sun', 'address': '23 Strand Street, Cape Town City Centre, Cape Town'}","{'latitude': -33.9157633, 'longitude': 18.4234956, 'name': 'Southern Sun Waterfront Cape Town', 'address': '1 Lower Buitengracht, Cape Town City Centre, Cape Town'}",2024-01-29T02:02:23.691191,2024-01-29T03:53:23.691191,18.46,111,41.04
498a8772-f860-41c0-a5f7-7f67ea06a7c1,9d93ff9b-e6d2-4e56-9516-981c95562740,"{'latitude': -33.93793999999999, 'longitude': 18.46531, 'name': 'Green Elephant Backpackers', 'address': '57 Milton Road, Observatory, Cape Town'}","{'latitude': -33.89933289999999, 'longitude': 18.4124666, 'name': 'Radisson Blu Hotel Waterfront, Cape Town', 'address': '100 Beach Road, Granger Bay Boulevard, Cape Town'}",2024-06-15T00:08:41.899993,2024-06-15T02:01:41.899993,21.45,113,45.34
e875d800-a143-451c-9041-0a3f02eb51d7,9d93ff9b-e6d2-4e56-9516-981c95562740,"{'latitude': -33.9165559, 'longitude': 18.4240374, 'name': 'Protea Hotel Cape Town North Wharf', 'address': '1 Lower, Bree Street, Foreshore, Cape Town'}","{'latitude': -33.9093547, 'longitude': 18.3969374, 'name': 'The Ritz Hotel, Sea Point', 'address': 'Corner Main & Camberwell Roads Sea Point, Sea Point, Cape Town'}",2024-03-05T02:09:32.171978,2024-03-05T03:06:32.171978,21.55,57,67.87
60658e28-5654-4a41-a32b-beec53dfcc4b,9d93ff9b-e6d2-4e56-9516-981c95562740,"{'latitude': -33.9132305, 'longitude': 18.4258898, 'name': 'aha Harbour Bridge Hotel & Suites', 'address': 'Dockrail Road, Foreshore, Cape Town'}","{'latitude': -33.9228284, 'longitude': 18.3799718, 'name': 'The Bantry Bay Aparthotel by Totalstay', 'address': '8001, 8 Alexander Road, Bantry Bay, Cape Town'}",2024-01-19T06:44:36.947540,2024-01-19T07:44:36.947540,15.44,60,65.22
7066e8ca-a39c-4cb1-8a88-16201ba89361,9d93ff9b-e6d2-4e56-9516-981c95562740,"{'latitude': -33.89933289999999, 'longitude': 18.4124666, 'name': 'Radisson Blu Hotel Waterfront, Cape Town', 'address': '100 Beach Road, Granger Bay Boulevard, Cape Town'}","{'latitude': -33.9165559, 'longitude': 18.4240374, 'name': 'Protea Hotel Cape Town North Wharf', 'address': '1 Lower, Bree Street, Foreshore, Cape Town'}",2024-06-29T06:36:23.311168,2024-06-29T07:50:23.311168,36.58,74,50.54
58785555-db7d-46a3-8fb0-98ccb3a79c80,9d93ff9b-e6d2-4e56-9516-981c95562740,"{'latitude': -33.91025860000001, 'longitude': 18.3976431, 'name': 'Blackheath Lodge', 'address': '6 Blackheath Road, Three Anchor Bay, Cape Town'}","{'latitude': -33.9214218, 'longitude': 18.4220856, 'name': 'Southern Sun Cape Sun', 'address': '23 Strand Street, Cape Town City Centre, Cape Town'}",2024-02-12T09:50:27.905589,2024-02-12T11:15:27.905589,42.87,85,68.76
3187968b-9442-4649-bc32-a2af5d53ab81,9d93ff9b-e6d2-4e56-9516-981c95562740,"{'latitude': -33.9079845, 'longitude': 18.4039757, 'name': 'A Sunflower Stop Backpackers Hostel', 'address': '179 Main Road, Green Point, Cape Town'}","{'latitude': -33.9243915, 'longitude': 18.4210207, 'name': 'Adderley Hotel', 'address': '31 Adderley Street, Cape Town City Centre, Cape Town'}",2024-06-04T09:24:02.915135,2024-06-04T09:45:02.915135,14.74,21,45.45
3ea5e1d3-3fdf-4262-beb2-683f917207ce,5e6181c2-38fa-40e6-b052-f0cdce33d7ae,"{'latitude': -33.9165559, 'longitude': 18.4240374, 'name': 'Protea Hotel Cape Town North Wharf', 'address': '1 Lower, Bree Street, Foreshore, Cape Town'}","{'latitude': -33.89933289999999, 'longitude': 18.4124666, 'name': 'Radisson Blu Hotel Waterfront, Cape Town', 'address': '100 Beach Road, Granger Bay Boulevard, Cape Town'}",2024-03-10T09:19:20.389808,2024-03-10T10:48:20.389808,8.77,89,54.78
7c8e75c1-e966-4d10-a10c-5526c81263ac,5e6181c2-38fa-40e6-b052-f0cdce33d7ae,"{'latitude': -33.9093547, 'longitude': 18.3969374, 'name': 'The Ritz Hotel, Sea Point', 'address': 'Corner Main & Camberwell Roads Sea Point, Sea Point, Cape Town'}","{'latitude': -33.9228284, 'longitude': 18.3799718, 'name': 'The Bantry Bay Aparthotel by Totalstay', 'address': '8001, 8 Alexander Road, Bantry Bay, Cape Town'}",2024-04-12T03:09:37.292003,2024-04-12T03:15:37.292003,48.57,6,50.61
2244873c-12f8-422a-8220-e080a40b43db,df647e30-8ed8-4b86-99d6-bff76900b70d,"{'latitude': -33.9132305, 'longitude': 18.4258898, 'name': 'aha Harbour Bridge Hotel & Suites', 'address': 'Dockrail Road, Foreshore, Cape Town'}","{'latitude': -33.9200908, 'longitude': 18.38586459999999, 'name': 'Atlantic Affair Boutique Hotel', 'address': '9 Clarens Road, Sea Point, Cape Town'}",2024-02-16T04:20:44.705056,2024-02-16T04:52:44.705056,38.68,32,56.13
66dd9343-d13a-4574-810f-14b2537e1fd2,df647e30-8ed8-4b86-99d6-bff76900b70d,"{'latitude': -33.9228284, 'longitude': 18.3799718, 'name': 'The Bantry Bay Aparthotel by Totalstay', 'address': '8001, 8 Alexander Road, Bantry Bay, Cape Town'}","{'latitude': -33.9028648, 'longitude': 18.4221961, 'name': 'The Table Bay hotel', 'address': 'Quay, 6 West Quay Road, Victoria & Alfred Waterfront, Cape Town'}",2024-01-04T12:05:22.983676,2024-01-04T13:24:22.983676,20.29,79,63.85
05c0d3f2-14e8-420a-b44c-37baae638ae3,df647e30-8ed8-4b86-99d6-bff76900b70d,"{'latitude': -33.9200908, 'longitude': 18.38586459999999, 'name': 'Atlantic Affair Boutique Hotel', 'address': '9 Clarens Road, Sea Point, Cape Town'}","{'latitude': -33.89933289999999, 'longitude': 18.4124666, 'name': 'Radisson Blu Hotel Waterfront, Cape Town', 'address': '100 Beach Road, Granger Bay Boulevard, Cape Town'}",2024-02-23T15:49:05.116802,2024-02-23T17:34:05.116802,42.11,105,43.02
28f736ba-f210-465e-afff-653a277787ed,df647e30-8ed8-4b86-99d6-bff76900b70d,"{'latitude': -33.9079845, 'longitude': 18.4039757, 'name': 'A Sunflower Stop Backpackers Hostel', 'address': '179 Main Road, Green Point, Cape Town'}","{'latitude': -33.92109, 'longitude': 18.42043, 'name': 'The Grand Daddy Boutique Hotel', 'address': '38 Long Street, Cape Town'}",2024-06-12T19:34:47.593654,2024-06-12T20:01:47.593654,12.45,27,40.05
82011684-2988-4d6d-9ccc-765c4acd1278,df647e30-8ed8-4b86-99d6-bff76900b70d,"{'latitude': -33.9062191, 'longitude': 18.4201757, 'name': 'Victoria & Alfred Hotel Cape Town', 'address': 'PierHead, V&A Complex, Dock Road, Victoria & Alfred Waterfront, Cape Town'}","{'latitude': -33.93793999999999, 'longitude': 18.46531, 'name': 'Green Elephant Backpackers', 'address': '57 Milton Road, Observatory, Cape Town'}",2024-06-08T04:42:16.442387,2024-06-08T06:06:16.442387,27.47,84,54.36
6eeec4f9-85fa-4913-a6f2-6bb495dcfaf0,df647e30-8ed8-4b86-99d6-bff76900b70d,"{'latitude': -33.9062191, 'longitude': 18.4201757, 'name': 'Victoria & Alfred Hotel Cape Town', 'address': 'PierHead, V&A Complex, Dock Road, Victoria & Alfred Waterfront, Cape Town'}","{'latitude': -33.9086313, 'longitude': 18.4162905, 'name': 'One&Only Cape Town', 'address': 'One&Only Cape Town, Dock Road, Victoria & Alfred Waterfront, Cape Town'}",2024-02-15T11:24:00.398167,2024-02-15T12:05:00.398167,7.42,41,68.81
9ff0b9f3-e423-4aad-b8a7-da8945a4f8a5,df647e30-8ed8-4b86-99d6-bff76900b70d,"{'latitude': -33.9086313, 'longitude': 18.4162905, 'name': 'One&Only Cape Town', 'address': 'One&Only Cape Town, Dock Road, Victoria & Alfred Waterfront, Cape Town'}","{'latitude': -33.9028648, 'longitude': 18.4221961, 'name': 'The Table Bay hotel', 'address': 'Quay, 6 West Quay Road, Victoria & Alfred Waterfront, Cape Town'}",2024-03-23T09:01:38.699566,2024-03-23T10:14:38.699566,18.69,73,56.63
2b21efe0-89da-4dc6-8713-5dc8944349a6,df647e30-8ed8-4b86-99d6-bff76900b70d,"{'latitude': -33.9157633, 'longitude': 18.4234956, 'name': 'Southern Sun Waterfront Cape Town', 'address': '1 Lower Buitengracht, Cape Town City Centre, Cape Town'}","{'latitude': -33.9062191, 'longitude': 18.4201757, 'name': 'Victoria & Alfred Hotel Cape Town', 'address': 'PierHead, V&A Complex, Dock Road, Victoria & Alfred Waterfront, Cape Town'}",2024-03-19T03:44:10.870505,2024-03-19T05:39:10.870505,47.13,115,55.42
459846e8-3557-4642-bd1f-ce8ab04fe2b4,65a97f6e-db91-4d40-9900-4bbfdb1bfdeb,"{'latitude': -33.9200908, 'longitude': 18.38586459999999, 'name': 'Atlantic Affair Boutique Hotel', 'address': '9 Clarens Road, Sea Point, Cape Town'}","{'latitude': -33.9243915, 'longitude': 18.4210207, 'name': 'Adderley Hotel', 'address': '31 Adderley Street, Cape Town City Centre, Cape Town'}",2024-06-14T23:07:44.299136,2024-06-14T23:15:44.299136,10.88,8,40.03
ee882e41-8b46-4b2a-938a-87bea8f303a9,65a97f6e-db91-4d40-9900-4bbfdb1bfdeb,"{'latitude': -33.9228284, 'longitude': 18.3799718, 'name': 'The Bantry Bay Aparthotel by Totalstay', 'address': '8001, 8 Alexander Road, Bantry Bay, Cape Town'}","{'latitude': -33.9157633, 'longitude': 18.4234956, 'name': 'Southern Sun Waterfront Cape Town', 'address': '1 Lower Buitengracht, Cape Town City Centre, Cape Town'}",2024-03-20T07:08:41.334061,2024-03-20T07:15:41.334061,10.84,7,57.73
42458cf5-554a-45c2-ae9c-e025b163bd4c,65a97f6e-db91-4d40-9900-4bbfdb1bfdeb,"{'latitude': -33.9283689, 'longitude': 18.413819, 'name': 'The Capital 15 On Orange Hotel & Spa', 'address': ""Shop 3, Corner Of Orange Street & Grey's Pass, 15 Orange Street, Gardens, Cape Town""}","{'latitude': -33.9062191, 'longitude': 18.4201757, 'name': 'Victoria & Alfred Hotel Cape Town', 'address': 'PierHead, V&A Complex, Dock Road, Victoria & Alfred Waterfront, Cape Town'}",2024-04-24T16:55:44.709705,2024-04-24T18:01:44.709705,12.87,66,40.42
